"","Razo Social","NomeDeFantasia","logradouro","Bairro","Telefone","lat","lon","TipoDaUnidade","TipoDeEstablecimento"
"1377","CLINICA ODONTOLOGICA INTEGRADA ARCALIS BARRA LTDA","CLINICA ODONTLOGICA INTEGRADA ARCALIS BARRA","AV.DAS AMERICAS","BARRA DA TIJUCA","24933458",-22.9998142,-43.3496509,"22","CONSULTORIO ISOLADO"
"1378","SOCIEDADE UNIPROFISSIONAL ODONTO ESPECIALISTA LTDA","CLINICA ODONTO ESPECIALISTA","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","2124638789",-23.0038509,-43.3217863,"22","CONSULTORIO ISOLADO"
"1379","CLINICA ODONTO FIX LTDA","CLINICA ODONTO FIX","RUA CORONEL AGOSTINHO","CAMPO GRANDE","33843496",-22.9046629,-43.5595455,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1380","CLINICA ODONTO NOBRE RIO LTDA","CLINICA ODONTO NOBRE RIO","AV. CESARIO DE MELO","CAMPO GRANDE","24135085",-22.9067332,-43.5608855,"22","CONSULTORIO ISOLADO"
"1381","CLINICA ODONTOHOJE LTDA","CLINICA ODONTOHOJE","ESTRADA DO PORTELA","MADUREIRA","",-22.8726776,-43.3389441,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1382","CLINICA ODONTOLIUZZI LTDA","CLINICA ODONTOLIUZZI","RUA HILARIO DE GOUVEIA","COPACABANA","(21) 3165-0909",-22.9683691,-43.1838627,"22","CONSULTORIO ISOLADO"
"1383","CLINICA ODONTOLOGICA AFFONSO LTDA EPP","CLINICA ODONTOLOGICA AFFONSO","RUA DOIS DE DEZEMBRO","FLAMENGO","30868183",-22.9297655,-43.1768741,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1384","CLINICA ODONTOLOGICA AFONSO DE ANDRADE","CLINICA ODONTOLOGICA AFONSO DE ANDRADE","RUA DOIS DE DEZEMBRO","FLAMENGO","22354408",-22.9297655,-43.1768741,"22","CONSULTORIO ISOLADO"
"1385","CLINICA ODONTOLOGICA ALAN RIVERA LTDA","CLINICA ODONTOLOGICA ALAN RIVERA","AV NSA. DE COPACABANA","COPACABANA","22758948",-22.9655126,-43.177571,"22","CONSULTORIO ISOLADO"
"1386","CLINICA ODONTOLOGICA ALVAREZ GUTIERREZ LTDA","CLINICA ODONTOLOGICA ALVAREZ GUTIERREZ","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","31535388",-23.002878,-43.3256486,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1387","CLINICA ODONTOLOGICA AMERICAS TRADE CENTER LTDA","CLINICA ODONTOLOGICA AMERICAS TRADE CENTER","AV DAS AMERICAS","BARRA DA TIJUCA","32741705",-22.9999056,-43.3534626,"22","CONSULTORIO ISOLADO"
"1388","CLINICA ODONTOLOGICA BAMBI LTDA","CLINICA ODONTOLOGICA BAMBI - CAMPO GRANDE","RUA VIUVA DANTAS","CAMPO GRANDE","3394-7469",-22.9022332,-43.552842,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1389","CLINICA ODONTOLOGICA BAMBI LTDA","CLINICA ODONTOLOGICA BAMBI - MADUREIRA","ESTRADA DO PORTELA","MADUREIRA","24134627",-22.8726776,-43.3389441,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1390","GERO ODONTOLOGIA LTDA","CLINICA ODONTOLOGICA BERNARDO MATTOS","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","36244980",-22.9996874,-43.3485302,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1391","CLINICA ODONTOLOGICA BRUNO DA COSTA LTDA.","CLINICA ODONTOLOGICA BRUNO DA COSTA","RUA VISCONDE DE PIRAJA","IPANEMA","21-22878919",-22.9840113,-43.2074693,"22","CONSULTORIO ISOLADO"
"1392","CLINICA ODONTOLOGICA CEDOM LTDA","CLINICA ODONTOLOGICA CEDOM","RUA LEOPOLDINA REGO","RAMOS","34619797",-22.8525445,-43.261338,"22","CONSULTORIO ISOLADO"
"1393","CLINICA ODONTOLOGICA CEDOM LTDA","CLINICA ODONTOLOGICA CEDOM FILIAL","RUA ARQUIAS CORDEIRO","MEIER","25019712",-22.901875,-43.2774393,"22","CONSULTORIO ISOLADO"
"1394","BELACIANO E BOTELHO SERVICOS ODONTOLOGICOS LTDA","CLINICA ODONTOLOGICA CENTRALDENTE","RUA BUENOS AIRES","CENTRO","21-2504-9315",-22.9043089,-43.1826996,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1395","CLINICA ODONTOLOGICA CLAUDIA MARINHO LTDA","CLINICA ODONTOLOGICA CLAUDIA MARINHO","AV. DOM HELDER CAMARA","ABOLICAO","2.12126E+11",-22.8859393,-43.3018859,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1396","CLINICA ODONTOLOGICA DE CUSATIS LTDA","CLINICA ODONTOLOGICA DE CUSATIS","RUA DO OUVIDOR","CENTRO","81330133",-22.9046588,-43.1800309,"22","CONSULTORIO ISOLADO"
"1397","CLINICA ODONTOLOGICA DENTERIO LTDA ME","CLINICA ODONTOLOGICA DENTERIO","RUA ALEXANDRE MACKENZIE","CENTRO","35071864",-22.9019181,-43.1863838,"22","CONSULTORIO ISOLADO"
"1398","CLINICA ODONTOLOGICA DO LEBLON","CLINICA ODONTOLOGICA DO LEBLON","AVENIDA ATAULFO DE PAIVA","LEBLON","(21) 2239-6838",-22.983854,-43.2210685,"22","CONSULTORIO ISOLADO"
"1399","CLINICA ODONTOLOGICA DR JOAO LUIZ M DISCINI","CLINICA ODONTOLOGICA DR JOAO LUIZ M DISCINI","AV RIO BRANCO","CENTRO","(21)25163615",-22.9059583,-43.1773198,"22","CONSULTORIO ISOLADO"
"1400","CLINICA ODONTOLOGICA DR JORGE ALBERTO C VAZ LTDA","CLINICA ODONTOLOGICA DR JORGE ALBERTO C VAZ","BLVD VINTE E OITO DE SETEMBRO","VILA ISABEL","(21)38790018",-22.916415,-43.2484165,"22","CONSULTORIO ISOLADO"
"1401","CLINICA ODONTOLOGICA DR MARCIO F. L. PERROTTA LTDA","CLINICA ODONTOLOGICA DR MARCIO F. L. PERROTTA","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","24303304",-22.9998142,-43.3496509,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1402","CLINICA ODONTOLOGICA DR. ZANONE F. SOUZA LTDA","CLINICA ODONTOLOGICA DR. ZANONE F. SOUZA","RUA PADRE ELIAS GORAYEB","TIJUCA","25754109",-22.9259249,-43.2338716,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1403","CLINICA ODONTOLOGICA DRA ALCYR FREITAS","CLINICA ODONTOLOGICA DRA ALCYR FREITAS","ESTRADA DO TINDIBA","TAQUARA","2136854475",-22.9211749,-43.3741689,"22","CONSULTORIO ISOLADO"
"1404","CLINICA ODONTOLOGICA DRA ANA CRISTINA CASTELO BRANCO LTDA","CLINICA ODONTOLOGICA DRA ANA CRISTINA CASTELO BRANCO","RUA GENERAL POLIDORO N.12 LOJA","BOTAFOGO","25396870",-22.9531347,-43.1835258,"22","CONSULTORIO ISOLADO"
"1405","CLINICA ODONTOLOGICA DRA FERNANDA MARINHO CORTES LTDA","CLINICA ODONTOLOGICA DRA FERNANDA MARINHO CORTES","AV RIO BRANCO","CENTRO","2125331267",-22.9059583,-43.1773198,"22","CONSULTORIO ISOLADO"
"1406","DRA HANG CLINICA ODONTOLOGICA LTDA","CLINICA ODONTOLOGICA DRA HANG","AV. 28 DE SETEMBRO","VILA ISABEL","25673426",-22.913851,-43.2366065,"22","CONSULTORIO ISOLADO"
"1407","CLINICA ODONTOLOGICA DRA IONE PORTELLA LTDA","CLINICA ODONTOLOGICA DRA IONE PORTELLA","LARGO DO MACHADO","CATETE","22602124",-22.9306168,-43.1790666,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1408","CLINICA ODONTOLOGICA DRA MARCIA MAIA LTDA ME","CLINICA ODONTOLOGICA DRA MARCIA MAIA","RUA VIUVA DANTAS","CAMPO GRANDE","24152657",-22.9033139,-43.5570527,"22","CONSULTORIO ISOLADO"
"1409","CLINICA ODONTOLOGICA DRA WALMIRA G B OLIVEIRA LTDA","CLINICA ODONTOLOGICA DRA WALMIRA G B OLIVEIRA","RUA GENERAL VENANCIO FLORES","LEBLON","3875-9909",-22.9845753,-43.2252382,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1410","CLINICA ODONTOLOGICA DRA. FERNANDA LOUREIRO LTDA.","CLINICA ODONTOLOGICA DRA. FERNANDA LOUREIRO","AV NOSSA SENHORA DE COPACABANA","COPACABANA","2126201485",-22.9768657,-43.1903189,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1411","CLINICA ODONTOLOGICA ESPACO FAMILIA LTDA","CLINICA ODONTOLOGICA ESPACO FAMILIA","RUA ENGENHEIRO TRINDADE","CAMPO GRANDE","24153681",-22.9026783,-43.5612808,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1412","CLINICA ODONTOLOGICA RISO NATURAL LTDA","CLINICA ODONTOLOGICA ESPACO ORAL","RUA ALMIRANTE TAMANDARE","FLAMENGO","2122257777",-22.9320868,-43.176745,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1413","CLINICA ODONTOLOGICA FLAMENGO LTDA","CLINICA ODONTOLOGICA FLAMENGO","RUA CORREIA DUTRA","FLAMENGO","",-22.9280127,-43.1754706,"22","CONSULTORIO ISOLADO"
"1414","CLINICA ODONTOLOGICA GILBERTO & RICARDO SA LTDA","CLINICA ODONTOLOGICA GILBERTO & RICARDO SA","RUA CONDE DE BONFIM","TIJUCA","38725948",-22.9235469,-43.2292173,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1415","CLINICA ODONTOLOGICA HERRERO RODRIGUEZ LTDA-ME","CLINICA ODONTOLOGICA HERRERO RODRIGUEZ","LRG SAO FRANCISCO DE PAULA","CENTRO","2122100146",-22.9052628,-43.1806121,"22","CONSULTORIO ISOLADO"
"1416","CLINICA ODONTOLOGICA INTEGRAL ORAL PLUS","CLINICA ODONTOLOGICA INTEGRAL ORAL PLUS","AV DAS AMERICAS","BARRA DA TIJUCA","(21)24921218",-22.9998142,-43.3496509,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1417","CLINICA ODONTOLOGICA LAURAH ZITTO FERNANDES","CLINICA ODONTOLOGICA LAURAH ZITTO FERNANDES","BVD VINTE E OITO DE SETEMBRO","VILA ISABEL","25952458",-22.9161592,-43.2480228,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1418","CLINICA ODONTOLOGICA LUCIANA GONCALVES","CLINICA ODONTOLOGICA LUCIANA GONCALVES","RUA DOIS DE DEZEMBRO","FLAMENGO","(21)22655998",-22.9297655,-43.1768741,"22","CONSULTORIO ISOLADO"
"1419","CLINICA ODONTOLOGICA MONTEIRO LTDA","CLINICA ODONTOLOGICA MONTEIRO - CLIMOL","RUA FELIPE CARDOSO","SANTA CRUZ","21-3395-3855",-22.923849,-43.6793721,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1420","CLINICA ODONTOLOGICA NESTI CAVALCANTE LTDA","CLINICA ODONTOLOGICA NESTI CAVALCANTE","RUA DR CAETANO DE FARIA CASTRO","CAMPO GRANDE","33942054",-22.9039929,-43.5569179,"22","CONSULTORIO ISOLADO"
"1421","CLINICA ODONTOLOGICA ODODNTO TIJUCA LTDA","CLINICA ODONTOLOGICA ODODNTO TIJUCA","RUA DESEMBARGADOR ISIDRO","TIJUCA","21 21968143",-22.9263768,-43.232951,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1422","CLINICA ODONTOLOGICA ORAL SERVICE LTDA","CLINICA ODONTOLOGICA ORAL CARE","RUA ALMIRANTE COCHRANE","TIJUCA","22342932",-22.9194369,-43.2259125,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1423","CLINICA ODONTOLOGICA PENIEL LTDA","CLINICA ODONTOLOGICA PENIEL ANIL","AVENIDA TENENTE CORONEL MUNIZ DE ARAGAO","ANIL","21 24260561",-22.9530631,-43.3451317,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1424","CLINICA ODONTOLOGICA PENIEL LTDA","CLINICA ODONTOLOGICA PENIEL OLARIA","RUA DELFIM CARLOS","OLARIA","21 25601535",-22.8490255,-43.270382,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1425","CLINICA ODONTOLOGICO PIRAQUARA","CLINICA ODONTOLOGICA PIRAQUARA","RUA PIRAQUARA","REALENGO","34719554",-22.8795129,-43.422962,"22","CONSULTORIO ISOLADO"
"1426","CLINICA ODONTOLOGICA PREMIER LTDA","CLINICA ODONTOLOGICA PREMIER","AVN. AYRTON SENNA","BARRA DA TIJUCA","(21) 22855246",-22.9960674,-43.3657111,"22","CONSULTORIO ISOLADO"
"1427","CLINICA ODONTOLOGICA SA FREIRE S/C. LTDA","CLINICA ODONTOLOGICA SA FREIRE","RUA SENADOR DANTAS","CENTRO","21 25244588",-22.9086473,-43.1783624,"22","CONSULTORIO ISOLADO"
"1428","CLINICA ODONTOLOGICA SAUDE DENTAL LTDA","CLINICA ODONTOLOGICA SAUDE DENTAL","RUA ACRE","CENTRO","(021) 2253-6402",-22.8997361,-43.181776,"22","CONSULTORIO ISOLADO"
"1429","CLINICA ODONTOLOGICA SERANAS","CLINICA ODONTOLOGICA SERANAS","AV. RIO BRANCO","CENTRO","2122200247",-22.9059583,-43.1773198,"22","CONSULTORIO ISOLADO"
"1430","CLINICA ODONTOLOGICA SIMANTOB MALIKI LTDA","CLINICA ODONTOLOGICA SIMANTOB MALIKI","RUA BARATA RIBEIRO","COPACABANA","22571274",-22.9710147,-43.1887449,"22","CONSULTORIO ISOLADO"
"1431","CLINICA ODONTOLOGICA TATHIANY ALMEIDA LTDA ME","CLINICA ODONTOLOGICA TATHIANY ALMEIDA","AV PASTOR MARTIN LUTHER KING JR","DEL CASTILHO","2130831700",-22.8803059,-43.2697739,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1432","CLINICA ODONTOLOGICA TIJUCA CENTER LTDA","CLINICA ODONTOLOGICA TIJUCA CENTER","RUA CONDE DE BONFIM","TIJUCA","21 25674165",-22.9232908,-43.2308695,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1433","CLINICA ODONTOLOGICA TOP CENTER S/C LTDA","CLINICA ODONTOLOGICA TOP CENTER","RUA VISCONDE DE PIRAJA","IPANEMA","22395095",-22.9837647,-43.2134386,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1434","CLINICA ODONTOLOGICA VANDERLEY GASPAR DE FARIAS","CLINICA ODONTOLOGICA VANDERLEY GASPAR","PRACA SAENS PENA","TIJUCA","25685589",-22.9242678,-43.2319695,"22","CONSULTORIO ISOLADO"
"1435","CLINICA OFTALMOLOGICA CELIA M FERRARESI LTDA","CLINICA OFTALMOLOGICA CELIA M FERRARESI","AV. NELSON CARDOSO","TAQUARA","24640708",-22.9219347,-43.3710337,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1436","CLINICA OFTALMOLOGICA DR. DONATO LTDA","CLINICA OFTALMOLOGICA DR. DONATO","RUA DIAS DA CRUZ","MEIER","(21)22693945",-22.9034776,-43.2837877,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1437","CLINICA OFTALMOLOGICA OCTAVIO MOURA BRASIL","CLINICA OFTALMOLOGICA OCTAVIO MOURA BRASIL - ILHA","ESTRADA DO GALEAO","ILHA DO GOVERNADOR","2222-1894",-22.9095364,-43.1750167,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1438","CLINICA ONCOLOGICA DR JOSE CARLOS DO VALLE LTDA","CLINICA ONCOLOGICA DR JOSE CARLOS DO VALLE","RUA VOLUNTARIO DA PATRIA","BOTAFOGO","",-22.9558042,-43.1963851,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1439","CLINICA ONCOLOGICA DR. JOSE CARLOS DO VALLE LTDA","CLINICA ONCOLOGICA DR. JOSE CARLOS DO VALLE","RUA VOLUNTARIOS DA PATRIA","BOTAFOGO","2216-9927",-22.9558042,-43.1963851,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1440","CLINICA ORTOPEDICA 28 DE SETEMBRO LTDA","CLINICA ORTOPEDICA 28 DE SETEMBRO","BOULEVARD 28 DE SETEMBRO","VILA ISABEL","2125693427",-22.913851,-43.2366065,"22","CONSULTORIO ISOLADO"
"1441","CLINICA ORTOPEDICA BANGU","CLINICA ORTOPEDICA BANGU","RUA SILVA CARDOSO","BANGU","33337647",-22.8765179,-43.4636931,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1442","CLINICA ORTOPEDICA DA ILHA LTDA","CLINICA ORTOPEDICA DA ILHA","ESTRADA DO DENDE","MONERO","33962409",-22.7982385,-43.189441,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1443","COM CLINICA ORTOPEDICA DO MEIER LTDA","CLINICA ORTOPEDICA DO MEIER","RUA HERMENGARDA","MEIER","(21)25013958",-22.9046509,-43.2778476,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1444","CLINICA ORTOPEDICA DO RECREIO LTDA","CLINICA ORTOPEDICA DO RECREIO","AV DAS AMERICAS","RECREIO DOS BANDEIRANTES","(21)24984029",-22.9998165,-43.4117497,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1445","CLINICA ORTOPEDICA DR PEDRO AUGUSTO LTDA","CLINICA ORTOPEDICA DR PEDRO AUGUSTO","RUA SORIANO DE SOUZA","TIJUCA","21 2254-5184",-22.923607,-43.2353592,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1446","CLINICA ORTOPEDICA DR. ANDERSON COSTA LTDA ME","CLINICA ORTOPEDICA DR. ANDERSON COSTA","AVN. PASTOR MATINS LUTHER KING JR.","DEL CASTILHO","2132715435",-22.8672824,-43.2986287,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1447","CLINICA ORTOPEDICA EDUARDO CAMPELLO LTDA","CLINICA ORTOPEDICA EDUARDO CAMPELLO","AVENIDA ATAULFO DE PAIVA","LEBLON","21 22749348",-22.9853382,-43.2261674,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1448","CLINICA ORTOPEDICA EDUARDO REGADO LTDA ME","CLINICA ORTOPEDICA EDUARDO REGADO LTDA ME","AVENIDA NOSSA SENHORA DE COPACABANA","BOTAFOGO","2138137645",-22.9777428,-43.1905502,"22","CONSULTORIO ISOLADO"
"1449","CLINICA ORTOPEDICA IPANEMA LTDA","CLINICA ORTOPEDICA IPANEMA","RUA ALBERTO DE CAMPOS","IPANEMA","(21)22471231",-22.9817433,-43.1992012,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1450","CLINICA ORTOPEDICA JOARI LTDA","CLINICA ORTOPEDICA JOARI","RUA: OLINDA ELLIS","CAMPO GRANDE","2414-3602",-22.9087346,-43.5599309,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1451","CENTRO ORTOPEDICO SAO JOAO LTDA","CLINICA ORTOPEDICA SAO JOAO","RUA TEODORO DA SILVA","VILA ISABEL","(21)25787696",-22.9181798,-43.2485653,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1452","CLINICA ORTOPEDICA SERGIO CORDEIRO LTDA","CLINICA ORTOPEDICA SERGIO CORDEIRO - CENTRO","AVENIDA RIO BRANCO","CENTRO","2533-8048",-22.9066198,-43.1770451,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1453","CLINICA ORTOPEDICA TRATAMENTO DOOMBRO E JOELHO LTDA - COTOJ","CLINICA ORTOPEDICA TRATAMENTO DO OMBRO E JOELHO","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","2438-9105",-23.0008646,-43.3836592,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1454","CLINICA ORTOPEDICA TRATAMENTO DO OMBRO E JOELHO LTDA - COTOJ","CLINICA ORTOPEDICA TRATAMENTO DO OMBRO E JOELHO","RUA HUMAITA","HUMAITA","25371474",-22.9603679,-43.2038319,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1455","CLINICA ORTOPLASTIKA A.A MEDICOS ASSOCIADOS LTDA.","CLINICA ORTOPLASTIKA","AVENIDA NOSSA SENHORA DE COPACABANA","COPACABANA","22676512",-22.9813527,-43.1909391,"22","CONSULTORIO ISOLADO"
"1456","CLINICA ORTOSERV SERV LTDA","CLINICA ORTOSERV","RUA ALFREDO DE MORAES","CAMPO GRANDE","(21)24156886",-22.8999081,-43.5631436,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1457","CLINICA OSSO TRAUMA LTDA","CLINICA OSSO TRAUMA","RUA MUNIZ BARRETO","BOTAFOGO","(21)22865651",-22.9484012,-43.1842742,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1458","CLINICA OTO - ILHA LTDA","CLINICA OTO ILHA","ESTRADA DO GALEAO","JARDIM GUANABARA","(21)33531771",-22.8106629,-43.1948511,"22","CONSULTORIO ISOLADO"
"1459","CLINICA OTO-OFTALMICA LTDA","CLINICA OTO-OFTALMICA","RUA CONDE DE BONFIM","TIJUCA","(21) 25674418",-22.9235469,-43.2292173,"22","CONSULTORIO ISOLADO"
"1460","CLINICA OTORRINOS ASSOCIADOS LTDA","CLINICA OTORRINOS ASSOCIADOS","RUA POMPEU LOUREIRO","COPACABANA","(21)22360192",-22.9748311,-43.1933677,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1461","CLINICA OTORRINOS ASSOCIADOS LTDA","CLINICA OTORRINOS ASSOCIADOS ( FILIAL )","RUA DOIS DE DEZEMBRO","FLAMENGO","2216-9927",-22.9297655,-43.1768741,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1462","CLINICA PEDIATRICA DA BARRA LTDA","CLINICA PEDIATRICA DA BARRA","AV DAS AMERICAS","BARRA DA TIJUCA","21 34311000",-22.9994202,-43.3579828,"21","PRONTO SOCORRO ESPECIALIZADO"
"1463","CLINICA PEDIATRICA DO GRAJAU LTDA","CLINICA PEDIATRICA DO GRAJAU","ESTRADA DO PORTELA","MADUREIRA","33500195",-22.8726776,-43.3389441,"22","CONSULTORIO ISOLADO"
"1464","CLINICA PEDIATRICA DRA. ELIZABETH DE SOUZA LTDA","CLINICA PEDIATRICA DRA. ELIZABETH DE SOUZA","RUA CONDE DE BONFIM","TIJUCA","36817474",-22.9241792,-43.2282874,"22","CONSULTORIO ISOLADO"
"1465","CLINICA PEDIATRICA IPANEMA","CLINICA PEDIATRICA IPANEMA","RUA VISCONDE DE PIRAJA","IPANEMA","22392992",-22.9847297,-43.1952663,"22","CONSULTORIO ISOLADO"
"1466","CLINICA PELLE ASSISTENCIA MEDICA LTDA","CLINICA PELLE DRA DANIELA GUERIOT BORUCHOVITCH MONTEIRO","AV DAS AMERICAS","BARRA DA TIJUCA","21-25210381",-22.9998142,-43.3496509,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1467","CLINICA PHINASCER DE FISIOTERAPIA LTDA ME.","CLINICA PHINASCER DE FISIOTERAPIA","RUA PADRE ELIAS GORAYEB","TIJUCA","21-22982083",-22.9259249,-43.2338716,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1468","CLINICA PHYSIOCENTER BARRA LTDA","CLINICA PHYSIOCENTER BARRA","RUA GILDASIO AMADO","BARRA DA TIJUCA","(21)2492-4004",-23.0030531,-43.3263639,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1469","CLINICA PILON - FISIOTERAPIA LTDA.","CLINICA PILON","RUA MARIA EUGENIA","HUMAITA","",-22.9563293,-43.2039089,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1470","CLINICA PNEUMOLOGICA A. CHIBANTE","CLINICA PNEUMOLOGICA A. CHIBANTE","RUA SOROCABA","BOTAFOGO","22662262",-22.9540985,-43.1894147,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1471","CLINICA POMPEU LOUREIRO LTDA","CLINICA POMPEU LOUREIRO","RUA POMPEU LOUREIRO","COPACABANA","(21)25473862",-22.9725405,-43.1920001,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1472","CLINICA PONTES S/C LTDA","CLINICA PONTES","PRACA SAENS PENA","TIJUCA","2569-5125",-22.9242678,-43.2319695,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"1473","CLINICA PORTUGAL LTDA","CLINICA PORTUGAL","AV DAS AMERICAS","RECREIO","(21)24371730",-23.016074,-43.5165735,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1474","CLINICA ENDOCRINOLOGICA LUIZ CESAR POVOA LTDA","CLINICA POVOA","RUA VISCONDE SILVA","BOTAFOGO","22634433",-22.9572557,-43.1936827,"22","CONSULTORIO ISOLADO"
"1475","CLINICA MEDICA PRIMAVERA S/C LTDA","CLINICA PRIMAVERA","RUA ARQUIAS CORDEIRO","TODOS OS SANTOS","2125937956",-22.8975989,-43.2825297,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1476","CLINICA PRO-URO LTDA","CLINICA PRO-URO","RUA RIACHUELO","CENTRO","(21)24745081",-22.9139802,-43.1815538,"22","CONSULTORIO ISOLADO"
"1477","JOSE DIB MOURAD E PAULO PINHO SERVICOS MED. CIRURGICOS LTDA","CLINICA PROF. JOSE DIB MOURAD","ESTRADA DO PORTELA","MADUREIRA","24520944",-22.8726776,-43.3389441,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1478","CLINICA PROFESSOR JOSE KOS S/A","CLINICA PROFESSOR JOSE KOS BARRA","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","21-3326-1147",-22.999888,-43.3421566,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1479","CLINICA PROFESSOR JOSE KOS S/A","CLINICA PROFESSOR JOSE KOS CENTRO","RUA MONCORVO FILHO","CENTRO","021-2252-8148",-22.9097359,-43.1921604,"62","HOSPITAL/DIA - ISOLADO"
"1480","CLINICA PROFESSOR RUBEM AMARANTE LTDA","CLINICA PROFESSOR RUBEM AMARANTE","AV NILO PECANHA","CENTRO","(21)24745081",-22.9064622,-43.1767538,"22","CONSULTORIO ISOLADO"
"1481","CLINICA PROPED LTDA","CLINICA PROPED","RUA MARANHAO","MEIER","21 2595-5796",-22.9082294,-43.2931524,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1482","CLINICA ENDOSCOPICA RIO ME","CLINICA QUINTAO","RUA ARQUIAS CORDEIRO","MEIER","21 2581-5480",-22.901875,-43.2774393,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1483","CLINICA RADIOLOGICA DIAS DA CRUZ LTDA","CLINICA RADIOLAGICA DIAS DA CRUZ","RUA HERMENGARDA","MEIER","(21)22896846",-22.9023134,-43.2802612,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1484","CLINICA RADIOLOGICA CAJUTI LTDA","CLINICA RADIOLOGICA CAJUTI","TRAV PADRE DAMIAO","TIJUCA","(21)22883949",-22.9268257,-43.235677,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1485","CLINICA RADIOLOGICA CASCADURA LTDA","CLINICA RADIOLOGICA CASCADURA","RUA SIDONIO PAES","CASCADURA","",-22.8806099,-43.3260136,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"1486","INSTITUTO DE RADIOLOGIA RIO LTDA","CLINICA RADIOLOGICA DR THADEU LUCCHESI","AV ERNANI CARDOSO","CASCADURA","(21)22295750",-22.8820763,-43.3306676,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
