CNES,Razão Social,Nome de Fantasia,Logradouro,Número,Complemento,Bairro,CEP,Telefone,lat,lon,Código Esfera Administrativa,Esfera Administrativa,Código Da Atividade,Atividade De Ensino,Código Da Natureza Organização,Natureza Da Organização,Tipo Da Unidade,Tipo De Estabelecimento
6573819,CENTRO DE INTEGRACAO MEDICA MARECHAL HERMES LTDA,CIMMAL - CENTRO DE INTEGRACAO MEDICA MARECHAL HERMES,RUA ENGENHEIRO EMILIO BAUGART,216,,MARECHAL HERMES,21610240,30119099,-22.8631623,-43.3713437,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
2273306,CIN CENTRO INTEGRADO DE NEFROLOGIA SC LTDA,CIN CENTRO INTEGRADO DE NEFROLOGIA SC,RUA DA IMPERATRIZ,161,,REALENGO,21710320,(21) 3338-7008,-22.8773286,-43.4247724,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
2280256,CINECOR 4 CENTENARIO SERVICOS MEDICOS LTDA,CINECOR 4 CENTENARIO,RUA BOM PASTOR,295,ANDAR 1 PARTE,TIJUCA,20521060,(21)2509-9216,-22.9296076,-43.2319361,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6616674,CONSULTORIO INTEGRADO DE TERAPIA DIFERENCIADA LTDA,CINTENDI CONSULTORIO INTEGRADO DE TERAPIA DIFERENCIADA,RUA CANDIDO BENICIO,2009,SALA 302,PRACA SECA,21321801,2130693035,-22.8986352,-43.3529265,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6807658,CINTI ILHA SERVICOS DIAGNOSTICOS LTDA,CINTI ILHA,ESTRADA DO GALEAO,1833,,GALEAO,21931385,34970436,-22.8118007,-43.2178411,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3064913,CINTIMED MEDICINA NUCLEAR LTDA,CINTILAB CINTIMED MEDICINA NUCLEAR,RUA PINHEIRO GUIMARAES,12,PRIMEIRO ANDAR,BOTAFOGO,22281080,,-22.9580115,-43.1918117,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3132269,CLINICA WAJNBERG LTDA,CIOM - CENTRO INTEGRADO OFTALMO-OTORRINO DO MEIER,RUA HERMENGARDA,428,,MEIER,20710010,(21) 25012552,-22.9049042,-43.2775981,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,62,HOSPITAL/DIA - ISOLADO
3603113,CIORO CENTRO INTEGRADO ODONTO RADIO ORTO LTDA,CIORO,RUA SIQUEIRA CAMPOS,121,SALA 304,COPACABANA,22031070,(21)22565323,-22.9641156,-43.1909599,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6368271,CENTRO DE INVESTIGACOES PNEUMOLOGICAS,CIP CENTRO DE INVESTIGACOES PNEUMOLOGICAS,RUA SOROCABA,477,601,BOTAFOGO,22271110,2122662262,-22.9540985,-43.1894147,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6878830,CENTRO DE INVESTIGACOES PNEUMOLOGICAS LTDA,CIP CENTRO DE INVESTIGACOES PNEUMOLOGICAS - FILIAL,AV. LUIZ CARLOS PRESTES,350,306,BARRA DA TIJUCA,22775030,21 24308854,-22.9969927,-43.3551779,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6102646,CENTRO DE IMAGEM PINHEIRO MACHADO LTDA,CIPM,RUA PINHEIRO MACHADO,151,PARTE,LARANJEIRAS,22231090,(21)21254882,-22.9378037,-43.1832769,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6547915,CIPREL FISIOTERAPIA LTDA,CIPREL FISIOTERAPIA,RUA ESTEVES JUNIOR,4,,LARANJEIRAS,22231160,,-22.9328591,-43.1791923,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6308961,CIRASS CIRURGIOES ASSOCIADOS LTDA,CIRASS CIRURGIOES ASSOCIADOS,RUA MOURA BRITO,105,PARTE,TIJUCA,20520060,,-22.9255326,-43.2272531,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
5851386,CENTRO INTEGRADO DE REABILITACAO BUCAL,CIRB - CENTRO INTEGRADO DE REABILITACAO BUCAL,AV DAS AMERICAS,2901,SALA 705,BARRA DA TIJUCA,22631002,(21)24398298,-23.000374,-43.3540398,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6746306,CIRCULO BRASILEIRO DE PATOLOGIA LTDA,CIRCULO BRASILEIRO DE PATOLOGIA,RUA CONDE DE BONFIM,369,SL 705 PARTE,TIJUCA,20520051,22328737,-22.9247985,-43.233449,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
7107706,BROL BETANIA RADIOLOGIA ORAL LTDA ME,CIROD RADIOLOGIA ORAL,PRACA OLAVO BILAC,28,SALA 2014,CENTRO,20041010,21 27174443,-22.9034991,-43.1799812,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
6721257,CIRTA - CENTRO INTEGRADO DE REABILITACAO E TERAPIA AQUATICA,CIRTA - CENTRO INTEGRADO DE REABILITACAO E TERAPIA AQUATICA,AV. VITOR KONDER,344,,BARRA DA TIJUCA,22611250,24955871,-23.0081253,-43.29703,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6716156,CIRURGIA CARDIACA VJ CARREIRA LTDA,CIRURGIA CARDIO-VASCULARES EQUIPE DR VALDO J. CARREIRA,AV DAS AMERICA,4200,BL 08 S/ 207A E 208A,BARRA DA TIJUCA,22640102,(21)33854774,-22.9996346,-43.3529702,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6343961,CIRURGIOES PEDIATRAS ASSOCIADOS LTDA,CIRURGIOES ASSOCIADOS,AVENIDA DAS AMERICAS,5001,SALA 226,BARRA DA TIJUCA,22631004,21 25960430,-23.0005624,-43.3626311,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3361152,CIRURGIOES CARDIACOS ASSOCIADOS SC,CIRURGIOES CARDIACOS ASSOCIADOS,AV MARECHAL CAMARA,160,SALAS 521 A 523,CENTRO,20020080,(21)22623850,-22.909903,-43.1691238,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6810942,CIS CENTRO INTEGRADO DE SAUDE LTDA,CIS CENTRO INTEGRADO DE SAUDE,RUA VISCONDE DE PIRAJA,4,SALAS 403/404,IPANEMA,22410000,2122677230,-22.9847074,-43.1968735,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
5351383,THATIANNA E THAISSA CLINICA ODONTOLOGICA LTDA.,CISO - CENTRO INTEGRADO DE SAUDE ORAL,ESTRADA DO TINDIBA,2542,SALA 101,JACAREPAGUA,22740362,24233563,-22.9197955,-43.3749908,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7143788,CENTRO DE IMUNOTERAPIA DE IPANEMA LTDA,CITIPA CENTRO DE IMUNOTERAPIA DE IPANEMA,RUA BARAO DA TORRE,145,PARTE,IPANEMA,22411001,21-2287-2550,-22.9834938,-43.1985798,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
3134016,CITOPATOLOGIA LUANDA LTDA,CITOPATOLOGIA LUANDA,PRAIA DO FLAMENGO,66,BLOCO B SALA 607,FLAMENGO,22210903,(21)22853772,-22.9269032,-43.1736087,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3132668,CENTRO INTEGRADO DE UROLOGIA DO RIO DE JANEIRO LTDA,CIURJ,RUA VOLUNTARIOS DA PATRIA,445,1211,BOTAFOGO,22270000,(21)25272542,-22.9558042,-43.1963851,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6707998,CJ CLINICA DO JOELHO LTDA,CJ CLINICA DO JOELHO,AVENIDA DAS AMERICAS,1155,SL 1911,BARRA DA TIJUCA,22631000,21 21119002,-23.002878,-43.3256486,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3150402,CLAMED CLINICA ASSIST MEDICA ESPECILIZADA E DENTARIA LTDA,CLAMED CLINICA ASSIST MEDICA ESPECILIZADA E DENTARIA,RUA FELIPE CARDOSO,337,SOBRADO,SANTA CRUZ,23510000,,-22.9185867,-43.6826207,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6914055,CLAMEP CLINICA DE ASSISTENCIA MEDICA PSICOLOGICA LTDA,CLAMEP,RUA ARNALDO QUINTELA,124,,BOTAFOGO,22280070,22950912,-22.9559261,-43.1848395,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
5978173,CLAREDENTE CLINICA DE REABILITACAO DENTARIA,CLAREDENTE,AV. DOM HELDER CAMARA,7790,SOBRADO,ABOLICAO,20751002,25925409,-22.8861032,-43.3025663,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6591914,CLARIAH FONOTERAPIA E AUDIOLOGIA LTDA,CLARIAH FONOAUDIOLOGIA,AV. DAS AMERICAS,3120,BL. 05 LJ.108,BARRA DA TIJUCA,22640102,21 2439-8498,-23.0004674,-43.3624343,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7043783,CLINICA MEDICA CLARISSA REGINA DE CASTRO VALLADAO,CLARISSA CLINICA MEDICA,ESTRADA DE PACIENCIA,113,,PACIENCIA,23580250,2122330172,-22.8832257,-43.6295267,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6276059,ORTOFLEX-CENTRO DE SERVICOS ODONTOLOGICOS LTDA.,CLASSE UM ORTOFLEX CENTRO DE SERVICOS ODONTOLOGICOS,LARGO MACHADO,54,SALA 801,CATETE,22221020,(21)22250541,-22.9306168,-43.1790666,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6084370,CLASSE 1 BARRA SERVICOS ODONTOLOGICOS LTDA.,CLASSEUM BARRA,AVENIDA DAS AMERICAS,500,BLOCO 08 SALA 243,BARRA DA TIJUCA,22640100,24932707,-22.9998142,-43.3496509,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7023707,TAQUARA ASSISTENCIA DENTARIA - EPP,CLASSIDENT - CENTRO,RUA SETE DE SETEMBRO,112,SOBRELOJA,CENTRO,20050002,,-22.9057842,-43.1789384,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7023758,RECREIODONTO ASSISTENCIA DENTARIA,CLASSIDENT - RECREIO,AV. DAS AMERICAS,15801,SALA 305,RECREIO DOS BANDEIRANTES,22790701,24378594,-23.0160774,-43.5165603,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7023715,CLASSIDENT ASSISTENCIA DENTARIA - EPP,CLASSIDENT - SAO CRISTOVAO,RUA SAO LUIZ GONZAGA,551,SOBRADO SALAO,SAO CRISTOVAO,20910061,24378594,-22.8997048,-43.2282273,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7023723,TAQUARA ASSISTENCIA DENTARIA - EPP,CLASSIDENT - TAQUARA,ESTRADA DO TINDIBA,2275,SALA 201,TAQUARA,22740361,24233653,-22.9223206,-43.3733694,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7023693,VISTA ALEGRE ASSISTENCIA DENTARIA - ME,CLASSIDENT - VISTA ALEGRE,AV. BRAZ DE PINA,2097,APT° 201,VISTA ALEGRE,21231000,33522879,-22.8318601,-43.3190831,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7023731,CLASSIDENTE ASSISTENCIA ODONTOLOGICA EMPRESARIAL - ME,CLASSIDENTE - VILA DA PENHA,AV. MERITI,1145,LOJA A,VILA DA PENHA,21211007,33914207,-22.8481076,-43.3109293,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7385714,CLAUDIA LEONOR VIEIRA GABRIEL,CLAUDIA LEONOR VIEIRA GABRIEL,RUA HERMENGARDA,60,SALA 503,MEIER,20710010,21-22696944,-22.9026074,-43.2801923,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7156413,FISIOTERAPIA CLAUDIA MAGALHAES LTDA,CLAUDIA MAGALHAES,RUA GARCIA D AVILA,64,SALA 210,IPANEMA,22421010,25113489,-22.9846654,-43.2091595,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6011349,CLAUDIA MAIA CLINICA DERMATOLIGOCA LTDA,CLAUDIA MAIA CLINICA DERMATOLOGICA,AV RIO BRANCO,185,SALA 1828,CENTRO,20040007,25325370,-22.9075273,-43.1766128,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7047169,CLAUDIA MARIA O DE BARROS FONOAUDIOLOGIA LTDA,CLAUDIA MARIA FONOAUDIOLOGIA,ESTRADA DO PORTELA,29,SALA 322,MADUREIRA,21351050,3359-0682,-22.8735382,-43.3376511,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
5436052,IMAGEM VISUAL CONSULTORIO LTDA,CLAUDIO BERLIN E ASSOCIADOS EM OFTALMOLOGIA,ESTRADA DOS TRES RIOS,90,SALAS 328 329 E 330,JACAREPAGUA,22755002,24360228,-22.9254536,-43.3149842,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7268904,CLAUDIO CESAR SACCOMORI,CLAUDIO CESAR SACCOMORI,RUA SENADOR DANTAS,117,SALA 503,CENTRO,20031911,21 2240-2330,-22.9090501,-43.1783311,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7250185,CLAUDIO FERNANDES COELHO,CLAUDIO FERNANDES COELHO,RUA VIUVA DANTAS,214,SALA 609,CAMPO GRANDE,23052090,2124135612,-22.9033139,-43.5570527,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6671519,CLAUDIO LEMOS ANATOMIA PATOLOGICA LTDA,CLAUDIO LEMOS ANATOMIA PATOLOGICA,RUA BAMBINA,56,SALAS 106 A 110,BOTAFOGO,22251050,22862841,-22.9453519,-43.1855289,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7312210,CLAUDIO VIANNA DE ARAUJO LIMA - ME,CLAUDIO VIANNA DE ARAUJO LIMA,RUA SORIANO DE SOUZA,115,SALA 206,TIJUCA,20511180,25678632,-22.923607,-43.2353592,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
5299705,CLEAN BUCAL CLINICA ODONTOLOGICA LTDA,CLEAN BUCAL CLINICA ODONTOLOGICA,RUA SALINOPOLIS,64,SALA 202,TAQUARA,22720000,2440-0380,-22.9185316,-43.3863148,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6597696,CLEANDENTE CLINICA ODONTOLOGICA LTDA,CLEANDENTE,AVENIDA TREZE DE MAIO,47,2404 2405,CENTRO,20031007,2125442818,-22.9087411,-43.177309,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6250742,CLEND CLINICA ENDOSCOPICA LTDA,CLEND CLINICA ENDOSCOPICA,AV. NOSSA SENHORA DE COPACABANA,540,SALA 808,COPACABANA,22020001,,-22.9687826,-43.1842881,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
5986761,CLICARDIO CONSULTORIO CARDIOLOGICO LTDA,CLICARDIO CONSULTORIO CARDIOLOGICO,LARGO DO MACHADO,39,APT 6,CATETE,22221020,22055911,-22.9306295,-43.179213,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
3467295,CLICOR CLINICAS LTDA.,CLICOR,AV. DAS AMERICAS,3500,BL.2/GR.408,BARRA DA TIJUCA,22640102,2137335777,-22.9996874,-43.3485302,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
5351510,CLICOR CLINICAS LTDA.,CLICOR - FILIAL BANGU,PRACA DA FE,20,,BANGU,21810020,21 3331-2841,-22.8815762,-43.4652022,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
5351545,CLICOR CLINICAS LTDA.,CLICOR - FILIAL MADUREIRA,RUA GUARAPARI,41,SALAS 308 309 E 310,MADUREIRA,21351320,21 3355-2495,-22.8703742,-43.3419306,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
5351561,CLICOR CLINICAS LTDA.,CLICOR - FILIAL TAQUARA,AVENIDA NELSON CARDOSO,1149,SOBRELOJA 235,TAQUARA,22730001,21 2423-2526,-22.9219347,-43.3710337,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6636969,CLIEDE CLINICA DE ENDOCRINOLOGIA NUTRICAO E DIABETES S/C LTD,CLIEDE,RUA VISCONDE DE SILVA,52,SALA 803,BOTAFOGO,22271091,22869996,-22.9572557,-43.1936827,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3820300,CLIENT - CLINICAS INTEGRADAS DA TIJUCA SERVICOS MEDICOS LTDA,CLIENT - CLINICAS INTEGRADAS DA TIJUCA SERVICOS MEDICOS,RUACONDE DE BONFIM,112,SALA 1002 E 1003,TIJUCA,20520090,21 22042899,-22.9249341,-43.2250726,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6168159,CLIMA BANGU ASSISTENCIA TECNICA MEDICA LTDA ME.,CLIMA,RUA DOZE DE FEVEREIRO,203,,BANGU,21810051,3333-7621/3331-0237,-22.8774508,-43.4622665,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6547923,CLIMDAL - CLINICA MEDICA DR. ALMEIDA LTDA,CLIMDAL - CLINICA MEDICA DR. ALMEIDA,ESTRADA DO MONTEIRO,106,,CAMPO GRANDE,23045830,21 33949430,-22.931508,-43.5743013,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7156480,CLIMEDE IMAGEM LTDA,CLIMEDE IMAGEM,RUA CAROLINA AMADO,280,PARTE,VAZ LOBO,21361320,99426509,-22.8541953,-43.3311613,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6982190,CLIMEDICA CLINICA DE ASSISTENCIA MEDICA LTDA,CLIMEDICA CLINICA DE ASSISTENCIA MEDICA,RUA CAROEN,11,S 321-322,PENHA CIRURCULAR,21210340,2485 2433,-22.8424742,-43.2998012,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
5328993,CLIMEPI CLINICA MEDICA E PSICOLOGIA ILHA LTDA,CLIMEPI CLINICA MEDICA E PSICOLOGIA ILHA,ESTRADA DO CACUIA,1135,,ILHA DO GOVERNADOR,21921001,(21)33962521,-22.8096058,-43.1833238,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3085384,CLIMES CLINICA MEDICA ESPECIALIZADA LTDA,CLIMES CLINICA MEDICA ESPECIALIZADA,RUA DO RIACHUELO,43,3º ANDAR,CENTRO,20230010,39069889,-22.9139802,-43.1815538,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,5,HOSPITAL GERAL
3205177,CLIMESP CLINICA MEDICA ESPECIALIZADA LTDA,CLIMESP,RUA PEDRO TELES,496,,PRACA SECA,21320120,(21)24502172,-22.8973322,-43.3487629,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,4,POLICLINICA
5188024,CLINICA MEDICA ODONTOLOGICA RADIOLOGICA E AMBULATORIAL DA TI,CLIMET CLINICA MEDICA ODONTOLOGICA RADIOLOGICA E AMBULATORIA,RUA CONDE DE BONFIM,822,,TIJUCA,20530002,25705996,-22.9242654,-43.2277282,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6884636,CLIN MEIER ASSISTENCIA MEDICA LTDA.,CLIN MEIER ASSISTENCIA MEDICA,RUA DIAS DA CRUZ,215,SALAS 706/707,MEIER,20720010,25834076,-22.9033399,-43.2827293,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6975410,CLINAIRE PREVENCAO E IMUNIZACAO LTDA -ME,CLINAIRE PREVENCAO E IMUNIZACAO,RUA DJALMA ULRICH,163,SL 501,COPACABANA,22071020,21 2287 5698,-22.9786964,-43.1915255,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
3092046,CLINAPA SERVICOS MEDICOS LTDA,CLINAPA SERVICOS MEDICOS,AV BRAS DE PINA,1010,,VILA DA PENHA,21210675,2130135577,-22.8407595,-43.3044358,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6473059,CLINART SERVICOS FISIOTERAPICOS ESPECIALIZADOS LTDA ME,CLINART SERVICOS FISIOTERAPICOS ESPECIALIZADOS,RUA BARAO DE SAO FRANCISCO,373,SALA 413,VILA ISABEL,20541371,25760373,-22.9169541,-43.2513401,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3186377,CLINICA DE DERMATOLOGIA E ALERGIA DA CIDADE LTDA,CLINDAC CLINICA DE DERMATOLOGIA E ALERGIA DA CIDADE,RUA SEN DANTAS,75,808809,CENTRO,20031914,(21)22323557,-22.9103645,-43.1773863,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6705162,CLINDEC ODONTOLOGIA LTDA,CLINDEC ODONTOLOGIA,PRAIA DO FLAMENGO,66,BL B SALA 710,FLAMENGO,22210030,2205-2128,-22.9269032,-43.1736087,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6354963,CLINDERM CENTRO CLINICO E DERMATOLOGICO LTDA,CLINDERM CENTRO CLINICO E DERMATOLOGICO,RUA CAROLINA MACHADO,380,SALAS 406 407 E 408,MADUREIRA,21351021,3390.8266,-22.8773304,-43.335952,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
2269864,CLINEF CLINICA DE NEFROLOGIA SANTA TERESA LTDA,CLINEF - CL DE NEFROLOGIA,RUA LUCENA,160,,OLARIA,21021320,(21)38667656,-22.8404258,-43.2667121,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
